Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000156256,USP16,0.30763636363636354,0.5616670500963357,0.3201580218310744,0.27339003645200494,0.24081948159634492,0.8035908084891722,0.12727272727272734,-1.1571940760484385,0.083970411722778
ENSG00000156261,CCT8,0.4647272727272726,0.18678657949969324,0.8278221722124139,0.4848116646415554,0.27357520938657265,0.744053920635216,0.3136363636363638,-0.5850255748715114,0.41201698879243775
ENSG00000156265,MAP3K7CL,0.062181818181818165,1.554747636156545,0.06031866478543427,0.03280680437424059,-0.13498285439939828,1,0.004545454545454549,-2.463765130165881,0.03866258258944813
ENSG00000156273,BACH1,0.13418181818181812,1.9971057414349014,0.0011635506124415258,0.021871202916160393,-1.9576783225914887,0.021924513507566405,0.045454545454545484,-0.7313150171221681,0.48819280455619507
ENSG00000273017,AP000240.1,0.0065454545454545435,2.277213660627636,0.3298900625776836,0,-0.6495560272291563,0.8035908084891722,0,-0.19074663575946538,1
ENSG00000156299,TIAM1,0.009818181818181814,-2.8927113408146763,0.0011635506124415258,0.021871202916160393,-1.7490917007800713,0.056939939539022114,0.18636363636363648,3.4646051928530888,0.00000039744859488450165
ENSG00000237594,AP000251.1,0,-0.3077488400935202,1,0,-0.06459352650800021,1,0.004545454545454549,2.3942158649616916,0.48819280455619507
ENSG00000234509,AP000253.1,0,-0.3077488400935202,1,0,-0.06459352650800021,1,0.004545454545454549,2.3942158649616916,0.48819280455619507
ENSG00000142168,SOD1,1.0079999999999996,-0.24330013236667813,0.7586952649535837,0.885783718104496,-0.491408193563198,0.47048108604315364,1.5772727272727283,0.7286349040322504,0.11561728697775717
ENSG00000273271,AP000254.2,0.0065454545454545435,2.277213660627636,0.3298900625776836,0,-0.6495560272291563,0.8035908084891722,0,-0.19074663575946538,1
ENSG00000156304,SCAF4,0.494181818181818,2.4483255770203907,0.00000003110781368173095,0.09842041312272178,-1.6581180407325808,0.004705737909093347,0.07727272727272733,-1.919674910860253,0.003025596876587019
ENSG00000142149,HUNK,0,-0.3077488400935202,1,0,-0.06459352650800021,1,0.004545454545454549,2.3942158649616916,0.48819280455619507
ENSG00000159055,MIS18A,0.016363636363636358,-1.4232260575134568,0.157653178489383,0.05467800729040099,0.9354064734919998,0.3872654004782603,0.045454545454545484,0.4613300608202282,0.7771907173675766
ENSG00000142207,URB1,0.03599999999999999,1.1072886591853237,0.3201580218310744,0.02916160388821386,0.5203689742131559,0.8035908084891722,0,-2.927712229925672,0.04913737094553222
ENSG00000256073,URB1-AS1,0.016363636363636358,0.46985873857003213,0.9616902645014935,0.010935601458080197,-0.23451852795031236,1,0.013636363636363644,0.22429086351937855,1
ENSG00000166979,EVA1C,0.0032727272727272718,-2.4776738415358324,0.05854415557459865,0.04374240583232079,1.8284912695754878,0.08495638352095412,0.022727272727272742,0.17182344362524304,1
ENSG00000159079,CFAP298,0.2552727272727272,0.6384799034654991,0.2839431519182324,0.2114216281895505,0.14562418088234486,0.9476531351592634,0.10454545454545461,-1.1188537172776791,0.10559642624742532
ENSG00000159082,SYNJ1,0.026181818181818174,0.4027445427114946,0.8915179254075055,0.036452004860267326,1.224913090686984,0.34543977429914513,0,-2.8537116484818945,0.07136626226218276
ENSG00000238197,PAXBP1-AS1,0.013090909090909087,1.0141792547938424,0.6905841730415594,0.007290400972053465,-0.06459352650800021,1,0.004545454545454549,-0.41313905709591303,0.9133035309343798
ENSG00000159086,PAXBP1,0.03927272727272726,0.07076278316020979,1,0.01458080194410693,-1.5500203536782422,0.1341303196851048,0.06818181818181823,1.306753023711352,0.11561728697775717
ENSG00000205930,C21orf62-AS1,0.009818181818181814,-1.0081885582346128,0.48819442104340594,0.0036452004860267327,-1.971484122116519,0.1630078400868144,0.05000000000000003,2.657250270795484,0.008823181290659014
ENSG00000184221,OLIG1,0.0032727272727272718,0.6922511599064798,1,0,-0.6495560272291563,0.8035908084891722,0.004545454545454549,1.3942158649616916,0.7617955009648023
ENSG00000159110,IFNAR2,0.15054545454545448,-0.3970161781906074,0.6027071661187644,0.19684082624544355,0.19320423095964578,0.8811249706767857,0.20454545454545467,0.2595663382669091,0.8058280442567008
ENSG00000223799,IL10RB-DT,0.026181818181818174,2.862176161348792,0.02622251139814863,0.0036452004860267327,-1.2345185279503124,0.6408017195370705,0,-1.927712229925672,0.3444844811089902
ENSG00000243646,IL10RB,0.1832727272727272,-0.13307030868057312,0.9616902645014935,0.18955042527339008,-0.05091858961092388,1,0.2181818181818183,0.24074138429997305,0.8058280442567008
ENSG00000142166,IFNAR1,0.4254545454545453,1.4402719425816821,0.0011635506124415258,0.16038882138517624,-0.9302924347964094,0.125120030219823,0.1500000000000001,-0.9695324056202985,0.11561728697775717
ENSG00000159128,IFNGR2,0.6447272727272725,1.7366452792649336,0.00006800566381092806,0.27339003645200494,-0.5848503378413417,0.4109812624265425,0.09090909090909097,-2.306223853179401,0.00011047473628800564
ENSG00000142188,TMEM50B,0.16690909090909084,-0.1922716226735841,0.8946696290691275,0.1713244228432564,-0.12348721556156894,1,0.2181818181818183,0.3795690889972896,0.585996157522522
ENSG00000177692,DNAJC28,0.0032727272727272718,1.6922511599064798,0.6027071661187644,0,-0.06459352650800021,1,0,0.3942158649616916,1
ENSG00000159131,GART,0.07527272727272724,-0.5301412614299679,0.6027071661187644,0.13122721749696237,0.7185950844188511,0.37100480858350926,0.08636363636363642,-0.19074663575946493,1
ENSG00000159140,SON,1.5512727272727267,0.01988537313905836,1,1.582017010935602,0.06184215023761819,1,1.4636363636363645,-0.0985302645384909,1
ENSG00000159147,DONSON,0.062181818181818165,1.1072886591853237,0.23628069148184494,0.025516403402187127,-0.8194810286714684,0.5115561469148321,0.031818181818181836,-0.36067163720177753,0.8669955981788039
ENSG00000205758,CRYZL1,0.09490909090909087,-0.466947434942774,0.6027071661187644,0.10206561360874851,-0.29407537263076744,0.8035908084891722,0.17272727272727284,0.8216370886963675,0.1888116898031011
ENSG00000205726,ITSN1,0.0065454545454545435,-0.3077488400935202,0.9377087897484909,0,-2.064593526508,0.3486840425641316,0.022727272727272742,2.3942158649616907,0.10704730816251824
ENSG00000241837,ATP5PO,1.2272727272727268,-0.1919518409941438,0.8651900017372927,1.1117861482381535,-0.38463451185109754,0.6408017195370705,1.7636363636363648,0.5863312219358117,0.197791349862136
ENSG00000237945,LINC00649,0.0032727272727272718,-3.7671804587308175,0.00007811266741677395,0.04009720534629406,-0.5670938670371832,0.6926728715075025,0.14545454545454556,2.738170266179053,0.0000423976901127001
ENSG00000273102,AP000569.1,0,-0.3077488400935202,1,0.0036452004860267327,1.9354064734919998,0.6408017195370705,0,0.3942158649616916,1
ENSG00000243927,MRPS6,0.09818181818181815,-1.364779785129899,0.01703603624046745,0.3207776427703525,1.261392784953715,0.014891975647208601,0.18181818181818193,-0.1430498937281688,1
ENSG00000198743,SLC5A3,0.0229090909090909,-0.6296769349808828,0.6027071661187644,0.010935601458080197,-1.6495560272291563,0.125120030219823,0.07272727272727278,2.022247087574733,0.01754662038331645
